iter	Logloss
218	0.003238157027
219	0.003238152859
220	0.003238149179
221	0.003223232785
222	0.003223227718
223	0.003223225631
224	0.003200148292
225	0.003200145463
226	0.003184230958
227	0.003166172935
228	0.003152156039
229	0.003145878944
230	0.003135861917
231	0.003135856734
232	0.00312599304
233	0.00311040019
234	0.003095376631
235	0.003089897271
236	0.003079998833
237	0.003079993945
238	0.003079991797
239	0.003067203504
240	0.003067203504
241	0.003043407095
242	0.003036679165
243	0.00303667196
244	0.003026346461
245	0.003026343292
246	0.003020939934
247	0.003009101803
248	0.002997255906
249	0.002989192012
250	0.002975437987
251	0.002968955246
252	0.002968951319
253	0.002956427415
254	0.002951521674
255	0.002939398691
256	0.002933474197
257	0.002922346623
258	0.002910862338
259	0.002901934729
260	0.002897712337
261	0.002891574189
262	0.002871072259
263	0.002871070648
264	0.002859671413
265	0.002847531672
266	0.002837020221
267	0.002827635637
268	0.002820967735
269	0.002811526797
270	0.002807006523
271	0.002807004526
272	0.002807004526
273	0.0027977885
274	0.002788943466
275	0.002788937207
276	0.002788929824
277	0.002780823164
278	0.002780818828
279	0.002780817579
280	0.002775595364
281	0.002767575721
282	0.002759087552
283	0.002747859118
284	0.002731438015
285	0.002723331564
286	0.002715388893
287	0.002708461151
288	0.002692787876
289	0.002692785371
290	0.002674875082
291	0.002664265454
292	0.002664262708
293	0.002664238861
294	0.002658237245
295	0.002651066759
296	0.002651066759
297	0.002635032085
298	0.002635029506
299	0.002620666752
300	0.002620660813
301	0.002620649414
302	0.002620649414
303	0.00262064431
304	0.002613646533
305	0.002608790745
306	0.002602758774
307	0.002602755133
308	0.00260275381
309	0.002602751502
310	0.002602749005
311	0.002592654965
312	0.002585117487
313	0.002585115479
314	0.002585115479
315	0.002585113057
316	0.002585113057
317	0.002578161956
318	0.002578161956
319	0.002578161403
320	0.00257168884
321	0.002571679125
322	0.002571675896
323	0.002558972456
324	0.002545221009
325	0.002545218665
326	0.002532734311
327	0.002532732161
328	0.002519627066
329	0.002514626266
330	0.002514594048
331	0.002514568572
332	0.002514562211
333	0.002514562211
334	0.002514560121
335	0.002514555368
336	0.00250937281
337	0.00250937281
338	0.002509370508
339	0.002498409145
340	0.002498402628
341	0.002498401516
342	0.002498399433
343	0.00249839119
344	0.002498383647
345	0.002498381419
346	0.002498330774
347	0.002498330774
348	0.002498327915
349	0.002498297746
350	0.002498289508
351	0.002498259334
352	0.002498259334
353	0.002498259334
354	0.002498259334
355	0.002498244272
356	0.00249821897
357	0.00249818761
358	0.002498186175
359	0.002498186175
360	0.002498186175
361	0.002498177938
362	0.002498171025
363	0.002498157219
364	0.002498151721
365	0.002489753882
366	0.002489723704
367	0.00248972167
368	0.002489706075
369	0.002489704841
370	0.002489704841
371	0.002489702114
372	0.002489700826
373	0.002489700826
374	0.00248970003
375	0.002489697304
376	0.0024802053
377	0.002480200991
378	0.00248019301
379	0.00248019301
380	0.00248019301
381	0.00248019301
382	0.002480185295
383	0.002480170279
384	0.002480162769
385	0.00248014288
386	0.00248014288
387	0.00248014288
388	0.002480112848
389	0.002480062917
390	0.002480062917
391	0.002480054304
392	0.002480054304
393	0.002480054304
394	0.002480054304
395	0.002480039298
396	0.002480039298
397	0.002480039298
398	0.002480039298
399	0.002480035549
400	0.002479975536
401	0.002479965553
402	0.002479958055
403	0.002470723788
404	0.002470722437
405	0.002470721087
406	0.002470706098
407	0.002470691124
408	0.002470684247
409	0.002470669271
410	0.002470669271
411	0.002470668057
412	0.002470666707
413	0.00247065908
414	0.00247065773
415	0.00247065638
416	0.002470655031
417	0.002470653681
418	0.002470652332
419	0.002470650983
420	0.002470649634
421	0.002470648285
422	0.002470646936
423	0.002470637261
424	0.002470635912
425	0.002470634563
426	0.002470633215
427	0.002470631866
428	0.002470630517
429	0.002470629169
430	0.00247062782
431	0.002470626472
432	0.002470625124
433	0.002470623776
434	0.002470622427
435	0.002470621079
436	0.002470611036
437	0.002470609688
438	0.00247060834
439	0.002470606992
440	0.002470605645
441	0.002470604297
442	0.002470594286
443	0.002470592938
444	0.002470591591
445	0.002470590244
446	0.002470588897
447	0.00247058755
448	0.002470586203
449	0.002470581203
450	0.002470579856
451	0.00247057851
452	0.002470577163
453	0.002470575816
454	0.00247057447
455	0.002470573123
456	0.002470571777
457	0.002470570431
458	0.002470551155
459	0.002470472495
460	0.002470471149
461	0.002470469804
462	0.002470450602
463	0.002470449257
464	0.002470447911
465	0.002470428726
466	0.00247042633
467	0.002470421363
468	0.002470420017
469	0.002470418672
470	0.002470413707
471	0.002470412362
472	0.002470411017
473	0.002470409672
474	0.002470408327
475	0.002470406982
476	0.002470405637
477	0.002470404293
478	0.002470402948
479	0.002470401604
480	0.002470400259
481	0.002470398915
482	0.002470397571
483	0.00247037841
484	0.002470377066
485	0.002470375722
486	0.002470374378
487	0.002470373034
488	0.00247037169
489	0.002470370347
490	0.002470369003
491	0.002470367659
492	0.002470348515
493	0.002470347171
494	0.002470345828
495	0.002470344484
496	0.002470343141
497	0.002470341798
498	0.002470340455
499	0.002470321326
500	0.002470311768
501	0.002470310425
502	0.002470309082
503	0.002470307739
504	0.002470306396
505	0.002470305053
506	0.00247030371
507	0.002470284606
508	0.002470275061
509	0.002470273719
510	0.002470272376
511	0.002470269905
512	0.002470268562
513	0.00247026722
514	0.002470265877
515	0.002470264535
516	0.002470263192
517	0.00247026185
518	0.002470260508
519	0.002470259166
520	0.002470257824
521	0.002470256482
522	0.002470255141
523	0.002470235372
524	0.00247023403
525	0.002470229091
526	0.002470227749
527	0.002470226408
528	0.002470225067
529	0.002470223726
530	0.002470222385
531	0.002470221044
532	0.002470219703
533	0.002470218362
534	0.002470217021
535	0.00247021568
536	0.00247021434
537	0.002470212999
538	0.002470211659
539	0.002470210318
540	0.002470208978
541	0.002470207638
542	0.002470206298
543	0.002470204958
544	0.002470185222
545	0.002470183882
546	0.002470178954
547	0.002470177614
548	0.002470176275
549	0.002470174935
550	0.002470173596
551	0.002470172256
552	0.002470170917
553	0.002470169578
554	0.002470168239
555	0.0024701669
556	0.002470165561
557	0.002470164222
558	0.002470162883
559	0.002470161545
560	0.002470160206
561	0.002470158868
562	0.002470153938
563	0.002470144088
564	0.00247014275
565	0.002470141412
566	0.002470140074
567	0.002470138736
568	0.002470137398
569	0.00247013606
570	0.002470134722
571	0.002470133384
572	0.002470132047
573	0.002470130709
574	0.002470129371
575	0.002470128034
576	0.002470126697
577	0.002470125359
578	0.002470120435
579	0.002470119098
580	0.002470117761
581	0.002470116424
582	0.002470106906
583	0.00247010557
584	0.002470104233
585	0.00247009472
586	0.002470093383
587	0.002470092046
588	0.002470082537
589	0.0024700812
590	0.002470079864
591	0.002470060197
592	0.002470050699
593	0.002470049362
594	0.002470048026
595	0.00247004669
596	0.002470037196
597	0.002470035859
598	0.002470034523
599	0.002470032069
600	0.002470022579
601	0.002470021243
602	0.002470019908
603	0.002470018572
604	0.002470017236
605	0.0024700159
606	0.002470014565
607	0.002470005079
608	0.002470003744
609	0.002470002408
610	0.002470001073
611	0.002469999738
612	0.002469998402
613	0.002469997067
614	0.002469995732
615	0.002469994397
616	0.002469993062
617	0.002469991728
618	0.002469990393
619	0.002469989058
620	0.002469987724
621	0.002469978242
622	0.002469976907
623	0.002469974538
624	0.002469973203
625	0.002469971869
626	0.002469970534
627	0.0024699692
628	0.002469967866
629	0.002469966532
630	0.002469965198
631	0.002469963864
632	0.002469886673
633	0.002469881792
634	0.002469880459
635	0.002469879126
636	0.002469877793
637	0.00246987646
638	0.002469875128
639	0.002469873795
640	0.002469872462
641	0.00246987113
642	0.002469866405
643	0.002469864043
644	0.00246986271
645	0.002469861378
646	0.002469860046
647	0.002469858713
648	0.002469857381
649	0.002469856049
650	0.002469854717
651	0.002469852356
652	0.002469851024
653	0.002469849692
654	0.00246984836
655	0.002469847028
656	0.002469845697
657	0.002469844365
658	0.002469839489
659	0.002469838157
660	0.002469836826
661	0.002469835495
662	0.002469830772
663	0.002469825898
664	0.002469821024
665	0.002469819693
666	0.002469818362
667	0.002469817031
668	0.002469815701
669	0.00246981437
670	0.002469813039
671	0.002469811709
672	0.002469810378
673	0.002469808018
674	0.002469806688
675	0.002469805358
676	0.002469804027
677	0.002469802697
678	0.002469801367
679	0.002469800037
680	0.002469798707
681	0.002469797377
682	0.002469796047
683	0.002469794718
684	0.002469793388
685	0.002469788517
686	0.002469787188
687	0.002469785858
688	0.002469784529
689	0.0024697832
690	0.00246978187
691	0.002469780541
692	0.002469779212
693	0.002469777883
694	0.002469776555
695	0.002469775226
696	0.002469773897
697	0.002469772568
698	0.00246977124
699	0.002469766371
700	0.002469761504
701	0.002469760175
702	0.002469758847
703	0.002469757519
704	0.002469752653
705	0.002469747788
706	0.00246974646
707	0.002469745132
708	0.002469743804
709	0.002469742476
710	0.002469737613
711	0.002469736285
712	0.002469734958
713	0.00246973363
714	0.002469732303
715	0.002469730975
716	0.002469726261
717	0.0024697214
718	0.002469720073
719	0.00246971536
720	0.002469714033
721	0.002469712706
722	0.002469707847
723	0.00246970652
724	0.002469705193
725	0.002469703867
726	0.00246970254
727	0.002469701213
728	0.002469699886
729	0.00246969856
730	0.002469697233
731	0.002469695907
732	0.002469694581
733	0.002469693255
734	0.002469690826
735	0.0024696895
736	0.002469688174
737	0.002469686848
738	0.002469682138
739	0.002469680812
740	0.002469679486
741	0.002469677058
742	0.002469675733
743	0.002469674407
744	0.00246967198
745	0.002469667271
746	0.002469664845
747	0.002469663519
748	0.002469662194
749	0.002469660868
750	0.002469659543
751	0.002469658218
752	0.002469656893
753	0.002469655568
754	0.00246961677
755	0.002469615446
756	0.002469614121
757	0.002469612797
758	0.002469611472
759	0.002469572759
760	0.002469534128
761	0.002469532804
762	0.002469531481
763	0.002469530157
764	0.002469528834
765	0.00246952751
766	0.002469526187
767	0.002469524864
768	0.002469523541
769	0.002469504263
770	0.00246950294
771	0.002469501617
772	0.002469500294
773	0.002469498972
774	0.002469497649
775	0.002469496327
776	0.002469495004
777	0.002469493682
778	0.00246949236
779	0.002469473104
780	0.002469471782
781	0.00246947046
782	0.002469469138
783	0.002469467816
784	0.002469466495
785	0.002469465173
786	0.002469463852
787	0.00246946253
788	0.002469461209
789	0.002469459887
790	0.002469458566
791	0.002469457245
792	0.002469455924
793	0.002469454603
794	0.002469452263
795	0.002469450942
796	0.002469449621
797	0.0024694483
798	0.00246944698
799	0.002469445659
800	0.002469426428
801	0.00246942409
802	0.00246942277
803	0.002469421449
804	0.002469402241
805	0.002469400921
806	0.002469399601
807	0.002469398281
808	0.002469396961
809	0.002469395642
810	0.002469394322
811	0.002469393003
812	0.002469391683
813	0.002469390364
814	0.002469371178
815	0.002469369858
816	0.002469368539
817	0.00246936722
818	0.002469364885
819	0.002469363566
820	0.002469362248
821	0.002469360929
822	0.002469341766
823	0.002469340447
824	0.002469339129
825	0.00246933781
826	0.002469336492
827	0.002469335174
828	0.002469333856
829	0.002469332538
830	0.00246933122
831	0.002469329902
832	0.002469328584
833	0.002469327266
834	0.002469324933
835	0.002469317043
836	0.00246931471
837	0.00246931471
838	0.00246931471
839	0.00246931471
840	0.00246931471
841	0.00246931471
842	0.002469312378
843	0.002469310045
844	0.002469310045
845	0.002469310045
846	0.002469290911
847	0.002469290911
848	0.00246928858
849	0.00246928858
850	0.00246928858
851	0.002469214915
852	0.002469214915
853	0.002469214915
854	0.002469214915
855	0.002469214915
856	0.002469214915
857	0.002469214915
858	0.002469214915
859	0.002469214915
860	0.002469214915
861	0.002469214915
862	0.002469214915
863	0.002469214915
864	0.002469214915
865	0.002469214915
866	0.002469214915
867	0.002469214915
868	0.002469195855
869	0.002469195855
870	0.002469195855
871	0.002469195855
872	0.002469195855
873	0.002469195855
874	0.002469195855
875	0.002469195855
876	0.002469195855
877	0.002469195855
878	0.002469195855
879	0.002469195855
880	0.002469195855
881	0.002469195855
882	0.002469195855
883	0.002469195855
884	0.002469195855
885	0.002469195855
886	0.002469195855
887	0.002469176815
888	0.002469176815
889	0.002469176815
890	0.002469176815
891	0.002469176815
892	0.002469176815
893	0.002469176815
894	0.002469176815
895	0.002469176815
896	0.002469176815
897	0.002469176815
898	0.002469176815
899	0.002469157795
900	0.002469157795
901	0.002469157795
902	0.002469157795
903	0.002469157795
904	0.002469157795
905	0.002469157795
906	0.002469157795
907	0.002469157795
908	0.002469157795
909	0.002469157795
910	0.002469138795
911	0.002469138795
912	0.002469138795
913	0.002469138795
914	0.002469138795
915	0.002469138795
916	0.002469138795
917	0.002469138795
918	0.002469138795
919	0.002469138795
920	0.002469138795
921	0.002469138795
922	0.002469138795
923	0.002469138795
924	0.002469138795
925	0.002469138795
926	0.002469138795
927	0.002469138795
928	0.002469138795
929	0.002469138795
930	0.002469138795
931	0.002469138795
932	0.002469138795
933	0.002469119815
934	0.002469119815
935	0.002469119815
936	0.002469119815
937	0.002469119815
938	0.002469119815
939	0.002469119815
940	0.002469119815
941	0.002469119815
942	0.002469119815
943	0.002469119815
944	0.002469119815
945	0.002469119815
946	0.002469119815
947	0.002469119815
948	0.002469119815
949	0.002469119815
950	0.002469119815
951	0.002469119815
952	0.002469100856
953	0.002469100856
954	0.002469100856
955	0.002469100856
956	0.002469091605
957	0.002469091605
958	0.002469091605
959	0.002469082358
960	0.002469082358
961	0.002469082358
962	0.002469082358
963	0.002469082358
964	0.002469073115
965	0.002469073115
966	0.002469073115
967	0.002469073115
968	0.002469073115
969	0.002469063876
970	0.002469063876
971	0.002469063876
972	0.002469063876
973	0.002469063876
974	0.002469063876
975	0.002469063876
976	0.002469063876
977	0.002469063876
978	0.002469063876
979	0.002469063876
980	0.002469044962
981	0.002469044962
982	0.002469044962
983	0.002469044962
984	0.002469044962
985	0.002469044962
986	0.002469044962
987	0.002469044962
988	0.002469044962
989	0.002469044962
990	0.002469035734
991	0.002469035734
992	0.002469035734
993	0.002469026509
994	0.002469026509
995	0.002469026509
996	0.002469026509
997	0.002469026509
998	0.002469026509
999	0.002469026509
